id,isCorrect,value,order,createdAt,questionId
01KCXGG0TZ0001H0Q1FW2QFWQR,True,information,1,2025-12-08T00:00:00Z,01KCXGG0SP0001H0Q1FW1GV4J8
01KCXGG0TZ0001H0Q1FW2QH5R8,False,informations,2,2025-12-08T00:00:00Z,01KCXGG0SP0001H0Q1FW1GV4J8
01KCXGG0TZ0001H0Q1FW2QJERR,False,informs,3,2025-12-08T00:00:00Z,01KCXGG0SP0001H0Q1FW1GV4J8
01KCXGG0TZ0001H0Q1FW2QKRRG,False,informing,4,2025-12-08T00:00:00Z,01KCXGG0SP0001H0Q1FW1GV4J8
01KCXGG0TZ0001H0Q1FW2QN2R8,True,will explain,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GX13R
01KCXGG0TZ0001H0Q1FW2QPMJ0,False,explained,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GX13R
01KCXGG0TZ0001H0Q1FW2QQYHR,False,is explaining,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GX13R
01KCXGG0TZ0001H0Q1FW2QS7J8,False,has explained,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GX13R
01KCXGG0TZ0001H0Q1FW2QTHJ0,True,patience,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GZTYR
01KCXGG0TZ0001H0Q1FW2QVTJG,False,patient,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GZTYR
01KCXGG0TZ0001H0Q1FW2QX3K0,False,patiently,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GZTYR
01KCXGG0TZ0001H0Q1FW2QYCKG,False,patienceful,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1GZTYR
01KCXGG0V00001H0Q1FW2QZXE0,True,ships,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H1SER
01KCXGG0V00001H0Q1FW2R16EG,False,shipped,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H1SER
01KCXGG0V00001H0Q1FW2R2FF0,False,will ship,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H1SER
01KCXGG0V00001H0Q1FW2R3RFG,False,is shipping,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H1SER
01KCXGG0V00001H0Q1FW2R51G0,True,be verified,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H797R
01KCXGG0V00001H0Q1FW2R6AGG,False,verify,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H797R
01KCXGG0V00001H0Q1FW2R7KH0,False,have verified,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H797R
01KCXGG0V00001H0Q1FW2R8WHG,False,be verifying,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1H797R
01KCXGG0V00001H0Q1FW2RA6H8,True,an initiative,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HBD2G
01KCXGG0V00001H0Q1FW2RBEJG,False,a initiative,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HBD2G
01KCXGG0V00001H0Q1FW2RCQK0,False,the initiative,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HBD2G
01KCXGG0V00001H0Q1FW2RE0KG,False,(no article),4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HBD2G
01KCXGG0V00001H0Q1FW2RF8MR,True,who,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HE7WR
01KCXGG0V00001H0Q1FW2RGHN8,False,whose,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HE7WR
01KCXGG0V00001H0Q1FW2RHTNR,False,which,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HE7WR
01KCXGG0V00001H0Q1FW2RK3P8,False,whom,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HE7WR
01KCXGG0V00001H0Q1FW2RMBQG,True,fill out,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HGM28
01KCXGG0V00001H0Q1FW2RNMR0,False,turn up,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HGM28
01KCXGG0V00001H0Q1FW2RPXRG,False,look after,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HGM28
01KCXGG0V00001H0Q1FW2RR7R8,False,put off,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HGM28
01KCXGG0V00001H0Q1FW2RSPM8,True,corrected,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HK07R
01KCXGG0V00001H0Q1FW2RTZMR,False,correction,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HK07R
01KCXGG0V00001H0Q1FW2RW7P0,False,correct,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HK07R
01KCXGG0V00001H0Q1FW2RXGPG,False,correctly,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HK07R
01KCXGG0V10001H0Q1FW2RYTP8,True,clearly,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HMYQR
01KCXGG0V10001H0Q1FW2S03PR,False,clear,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HMYQR
01KCXGG0V10001H0Q1FW2S1CQ8,False,clearer,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HMYQR
01KCXGG0V10001H0Q1FW2S2MRG,False,clearing,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HMYQR
01KCXGG0V10001H0Q1FW2S3YR8,True,due to,1,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HPV98
01KCXGG0V10001H0Q1FW2S56SG,False,because,2,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HPV98
01KCXGG0V10001H0Q1FW2S6FT0,False,although,3,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HPV98
01KCXGG0V10001H0Q1FW2S7RTG,False,unless,4,2025-12-08T00:00:00Z,01KCXGG0SQ0001H0Q1FW1HPV98
01KCXGG0V10001H0Q1FW2S91V0,True,efficiency,1,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HWC1G
01KCXGG0V10001H0Q1FW2SAAVG,False,efficient,2,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HWC1G
01KCXGG0V10001H0Q1FW2SBKW0,False,efficiently,3,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HWC1G
01KCXGG0V10001H0Q1FW2SCZT8,False,efficiencies,4,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HWC1G
01KCXGG0V10001H0Q1FW2SE8TR,True,the,1,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HYAHG
01KCXGG0V10001H0Q1FW2SFHV8,False,a,2,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HYAHG
01KCXGG0V10001H0Q1FW2SGTVR,False,any,3,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HYAHG
01KCXGG0V10001H0Q1FW2SJ9QR,False,some,4,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1HYAHG
01KCXGG0V10001H0Q1FW2SKQMG,True,must,1,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J0TM0
01KCXGG0V10001H0Q1FW2SN0N0,False,may,2,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J0TM0
01KCXGG0V10001H0Q1FW2SP9NG,False,might,3,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J0TM0
01KCXGG0V10001H0Q1FW2SQJP0,False,could,4,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J0TM0
01KCXGG0V10001H0Q1FW2SRVPG,True,however,1,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J2Q5G
01KCXGG0V10001H0Q1FW2ST4Q0,False,otherwise,2,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J2Q5G
01KCXGG0V10001H0Q1FW2SVDQG,False,therefore,3,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J2Q5G
01KCXGG0V20001H0Q1FW2SWWKG,False,meanwhile,4,2025-12-08T00:00:00Z,01KCXGG0SR0001H0Q1FW1J2Q5G
01KCXGG0V20001H0Q1FW2TSHK8,False,2,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K50TG
01KCXGG0V30001H0Q1FW2TV5BG,False,4,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K50TG
01KCXGG0V30001H0Q1FW2TWN6R,True,6,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K50TG
01KCXGG0V30001H0Q1FW2TY248,False,8,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K50TG
01KCXGG0V30001H0Q1FW2TZD38,False,2,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K746R
01KCXGG0V30001H0Q1FW2V0R28,True,3,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K746R
01KCXGG0V30001H0Q1FW2V2220,False,4,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K746R
01KCXGG0V30001H0Q1FW2V3C1R,False,5,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K746R
01KCXGG0V30001H0Q1FW2V4ZT0,False,ab,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K93P0
01KCXGG0V30001H0Q1FW2V68TG,True,bd,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K93P0
01KCXGG0V30001H0Q1FW2V7JT8,False,bdf,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K93P0
01KCXGG0V30001H0Q1FW2V8VTR,False,ace,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1K93P0
01KCXGG0V30001H0Q1FW2VA5TG,False,2,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KAZ88
01KCXGG0V30001H0Q1FW2VBFT8,False,3,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KAZ88
01KCXGG0V30001H0Q1FW2VCRTR,True,4,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KAZ88
01KCXGG0V30001H0Q1FW2VE1V8,False,5,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KAZ88
01KCXGG0V30001H0Q1FW2VFAVR,False,True True,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KCSV8
01KCXGG0V30001H0Q1FW2VGKW8,True,True False,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KCSV8
01KCXGG0V30001H0Q1FW2VJ7MG,False,False True,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KCSV8
01KCXGG0V30001H0Q1FW2VKGN0,False,False False,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KCSV8
01KCXGG0V30001H0Q1FW2VMSNG,False,-12,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KEME8
01KCXGG0V30001H0Q1FW2VP2P0,False,-2,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KEME8
01KCXGG0V30001H0Q1FW2VQDN0,False,2,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KEME8
01KCXGG0V30001H0Q1FW2VRTJG,True,12,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KEME8
01KCXGG0V40001H0Q1FW2VT3K0,False,(x − 1)(x − 6),1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KH5G0
01KCXGG0V40001H0Q1FW2VVCKG,True,(x − 2)(x − 3),2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KH5G0
01KCXGG0V40001H0Q1FW2VWPK8,False,(x + 2)(x + 3),3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KH5G0
01KCXGG0V40001H0Q1FW2VY6EG,False,(x + 1)(x + 6),4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KH5G0
01KCXGG0V40001H0Q1FW2VZFF0,False,All real numbers,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KJY4G
01KCXGG0V40001H0Q1FW2W0RFG,False,x > 2,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KJY4G
01KCXGG0V40001H0Q1FW2W21G0,True,x ≥ 2,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KJY4G
01KCXGG0V40001H0Q1FW2W3AGG,False,x ≤ 2,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KJY4G
01KCXGG0V40001H0Q1FW2W4KH0,True,-9,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KMQR8
01KCXGG0V40001H0Q1FW2W5VJ8,False,-3,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KMQR8
01KCXGG0V40001H0Q1FW2W74JR,False,3,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KMQR8
01KCXGG0V40001H0Q1FW2W8DK8,False,9,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KMQR8
01KCXGG0V40001H0Q1FW2W9PKR,False,Arithmetic sequence with common difference 2,1,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KPHC0
01KCXGG0V40001H0Q1FW2WAZM8,True,Arithmetic sequence with common difference 3,2,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KPHC0
01KCXGG0V40001H0Q1FW2WC9M0,False,Geometric sequence with ratio 2,3,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KPHC0
01KCXGG0V40001H0Q1FW2WDKKR,False,Geometric sequence with ratio 3,4,2025-12-08T00:00:00Z,01KCXGG0SS0001H0Q1FW1KPHC0
01KCXGG0V40001H0Q1FW2WEXKG,False,SELECT COUNT(*) FROM orders;,1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KR918
01KCXGG0V40001H0Q1FW2WG6M0,True,"SELECT customer_id, COUNT(*) AS order_count FROM orders GROUP BY customer_id;",2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KR918
01KCXGG0V40001H0Q1FW2WHFMG,False,SELECT DISTINCT customer_id FROM orders;,3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KR918
01KCXGG0V40001H0Q1FW2WJRN0,False,SELECT customer_id FROM orders GROUP BY customer_id;,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KR918
01KCXGG0V40001H0Q1FW2WMCD8,False,INNER JOIN,1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KT1NR
01KCXGG0V40001H0Q1FW2WNNDR,True,LEFT JOIN,2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KT1NR
01KCXGG0V40001H0Q1FW2WQ1C0,False,RIGHT JOIN,3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KT1NR
01KCXGG0V50001H0Q1FW2WRDA8,False,CROSS JOIN,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KT1NR
01KCXGG0V50001H0Q1FW2WSPAR,False,WHERE order_date > '2025-01-01',1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KVTA8
01KCXGG0V50001H0Q1FW2WTZB8,True,WHERE order_date >= '2025-01-01',2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KVTA8
01KCXGG0V50001H0Q1FW2WW8BR,False,WHERE order_date <= '2025-01-01',3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KVTA8
01KCXGG0V50001H0Q1FW2WXHC8,False,WHERE order_date = '2025-01-01',4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1KVTA8
01KCXGG0V50001H0Q1FW2WYSDG,False,They are always identical,1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M04ZR
01KCXGG0V50001H0Q1FW2X02E0,False,COUNT(*) ignores NULLs; COUNT(column_name) counts NULLs,2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M04ZR
01KCXGG0V50001H0Q1FW2X1BEG,True,COUNT(*) counts all rows; COUNT(column_name) ignores NULLs,3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M04ZR
01KCXGG0V50001H0Q1FW2X2MF0,False,COUNT(*) counts only distinct values,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M04ZR
01KCXGG0V50001H0Q1FW2X3XFG,False,SUM(amount),1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M6TVG
01KCXGG0V50001H0Q1FW2X55GR,False,SUM(amount) OVER (PARTITION BY amount),2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M6TVG
01KCXGG0V50001H0Q1FW2X6DJ0,True,SUM(amount) OVER (ORDER BY order_date),3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M6TVG
01KCXGG0V50001H0Q1FW2X7PJG,False,SUM(amount) GROUP BY order_date,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1M6TVG
01KCXGG0V50001H0Q1FW2X8YKR,False,Line chart,1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MCAMG
01KCXGG0V50001H0Q1FW2XA8KG,True,Histogram,2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MCAMG
01KCXGG0V50001H0Q1FW2XBGMR,False,Pie chart,3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MCAMG
01KCXGG0V50001H0Q1FW2XCSN8,False,Stacked bar chart,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MCAMG
01KCXGG0V50001H0Q1FW2XE2NR,False,The top whisker,1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MGY38
01KCXGG0V50001H0Q1FW2XFDMR,False,The bottom whisker,2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MGY38
01KCXGG0V50001H0Q1FW2XGVHG,True,The line inside the box,3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MGY38
01KCXGG0V50001H0Q1FW2XJ4J0,False,The edges of the box,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MGY38
01KCXGG0V50001H0Q1FW2XKDJG,False,There is no relationship between the variables,1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MK7B0
01KCXGG0V50001H0Q1FW2XMPK0,False,There is a negative correlation between the variables,2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MK7B0
01KCXGG0V50001H0Q1FW2XNZKG,True,There is a positive correlation between the variables,3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MK7B0
01KCXGG0V60001H0Q1FW2XQ8M0,False,The variables are both constant,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MK7B0
01KCXGG0V60001H0Q1FW2XRGN8,False,Bar chart,1,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MN0YR
01KCXGG0V60001H0Q1FW2XT6C0,False,Line chart,2,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MN0YR
01KCXGG0V60001H0Q1FW2XVFCG,True,Pie chart,3,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MN0YR
01KCXGG0V60001H0Q1FW2XWRD0,False,Histogram,4,2025-12-08T00:00:00Z,01KCXGG0ST0001H0Q1FW1MN0YR
01KCXGG0V60001H0Q1FW2XY0E8,False,Use only red and green to emphasize differences,1,2025-12-08T00:00:00Z,01KCXGG0SV0001H0Q1FW1MPTJG
01KCXGG0V60001H0Q1FW2XZ9ER,False,Use many very similar shades of the same color,2,2025-12-08T00:00:00Z,01KCXGG0SV0001H0Q1FW1MPTJG
01KCXGG0V60001H0Q1FW2Y0JF8,True,Use patterns or a colorblind-safe palette instead of only red and green,3,2025-12-08T00:00:00Z,01KCXGG0SV0001H0Q1FW1MPTJG
01KCXGG0V60001H0Q1FW2Y1VFR,False,Remove labels to simplify the chart,4,2025-12-08T00:00:00Z,01KCXGG0SV0001H0Q1FW1MPTJG
01KCXGG0V70001H0Q1FW2YWRT8,False,"Site A, because it is closest to the target population",1,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1P8DFR
01KCXGG0V70001H0Q1FW2YYAM0,False,"Site B, because it avoids alcohol outlets and competition",2,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1P8DFR
01KCXGG0V70001H0Q1FW2YZSG0,True,"Site C, because it balances proximity, safety, and lack of clinics",3,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1P8DFR
01KCXGG0V70001H0Q1FW2Z15E8,False,"None of the sites fit, so the project must be cancelled",4,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1P8DFR
01KCXGG0V70001H0Q1FW2Z2N9G,False,Some companies submit reports digitally instead of on paper,1,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PAJTG
01KCXGG0V70001H0Q1FW2Z408G,True,The company often begins demolition work days before submitting the weekly report,2,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PAJTG
01KCXGG0V70001H0Q1FW2Z5990,False,The regulation does not specify a reporting format,3,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PAJTG
01KCXGG0V70001H0Q1FW2Z6K8R,False,Dust-control measures vary between different demolition sites,4,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PAJTG
01KCXGG0V70001H0Q1FW2Z7W98,False,"Mon: Y, Tue: S, Wed: E",1,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PCM88
01KCXGG0V70001H0Q1FW2Z9690,False,"Mon: Y, Tue: E, Wed: S",2,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PCM88
01KCXGG0V70001H0Q1FW2ZAF9G,True,"Mon: S, Tue: E, Wed: Y",3,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PCM88
01KCXGG0V70001H0Q1FW2ZBRA0,False,"Mon: E, Tue: Y, Wed: S",4,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PCM88
01KCXGG0V70001H0Q1FW2ZD488,False,Elderly people do not like air-conditioned indoor spaces,1,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PEJR8
01KCXGG0V70001H0Q1FW2ZERZR,True,Shaded public spaces significantly reduce heat exposure for vulnerable groups,2,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PEJR8
01KCXGG0V70001H0Q1FW2ZG208,False,Climate change will also increase cold waves in some regions,3,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PEJR8
01KCXGG0V70001H0Q1FW2ZHC00,False,Outdoor workers already receive free sunscreen from employers,4,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PEJR8
01KCXGG0V70001H0Q1FW2ZJN0G,True,Electrify L1 and L2,1,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PGEAG
01KCXGG0V80001H0Q1FW2ZKY10,False,Electrify L1 and L3,2,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PGEAG
01KCXGG0V80001H0Q1FW2ZN628,False,Electrify L2 and L3,3,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PGEAG
01KCXGG0V80001H0Q1FW2ZPF2R,False,Electrify only L1 and postpone the rest,4,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PGEAG
01KCXGG0V80001H0Q1FW2ZQZX8,False,Many coastal cities already import olive oil and seafood from Mediterranean countries,1,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PJ8XG
01KCXGG0V80001H0Q1FW2ZSRHR,True,Mediterranean diets typically use more plant-based foods and less red meat than current diets in those cities,2,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PJ8XG
01KCXGG0V80001H0Q1FW2ZV2HG,False,Some people in coastal cities dislike olive oil and prefer butter,3,2025-12-08T00:00:00Z,01KCXGG0SW0001H0Q1FW1PJ8XG
